name,sku,category,price,qty,image,images,video,description,featured
Lick the Rainbow,fwsm-327,500 Gram,79.99,999,https://fireworkssupermarket.com/wp-content/uploads/5859-Lick-the-Rainbow-scaled.png,,https://player.vimeo.com/video/377180356,"A prism color-changing mines to brocades with red tips, a zipper of glitter to stars, and the brightest dahlias in the colors of the rainbow! 36 Shots",
Triple Feature,fwsm-1540,500 Gram,64.99,999,https://fireworkssupermarket.com/wp-content/uploads/Triple-Feature-Box.png,,https://player.vimeo.com/video/377638671,"A fantastic array of multi-colored shots with crackling mines, glitter, stars, and dahlias to silver whirlpools in an intense array of color. 25 Shots",
Nothing to Lose,fwsm-1538,500 Gram,59.99,999,https://fireworkssupermarket.com/wp-content/uploads/Nothing-to-Lose-Rewrap.png,,https://player.vimeo.com/video/377638654,"A roulette wheel of colored whistling tails, drunken comets, and gigantic bursts of stunning color and glitter. 31 Shots",
Color Me Bad,fwsm-1536,500 Gram,64.99,999,https://fireworkssupermarket.com/wp-content/uploads/5855-Color-Me-Bad.png,,https://player.vimeo.com/video/376864287,"Chicken blood red and sky blue with colored glitter; Lemon, purple, orange, jade green, and turquoise with white glitter; Ending with all colors filling the sky! 12 Shots",
Feel the Noise,fwsm-1534,500 Gram,49.99,999,https://fireworkssupermarket.com/wp-content/uploads/5854-Feel-the-Noise.png,,https://player.vimeo.com/video/376916087,"Stunning colors of red, white, orange, and blue explode into golden spider bursts, stars, titanium flowers, and crackling mine. 16 Shots",
Double Impact,fwsm-1532,500 Gram,49.99,999,https://fireworkssupermarket.com/wp-content/uploads/5853-Double-Impact.png,,https://player.vimeo.com/video/377175167,"A double take of red, green, turquoise, and gold whistling swimmers to stars to crackling; Fish burst to amazing glitter! Finishing with whirlpools to loud gold crackling coconuts. 39 Shots",
Doctor Shocker,fwsm-1530,500 Gram,59.99,999,https://fireworkssupermarket.com/wp-content/uploads/5852-Dr-Shocker-scaled.png,,https://player.vimeo.com/video/377159043,"Multi-colored drunken comets alternate with shockingly bright colors of rose, sky blue, and orange with white glitter bursts. 24 Shots",
Dungeons of Doom,fwsm-1526,500 Gram,79.99,999,https://fireworkssupermarket.com/wp-content/uploads/5847-Dungeons-of-Doom.png,,https://player.vimeo.com/video/300363905,"Long-lasting umbrella pine: Mine to umbrella pine with red stars, green stars, and blue stars with white glitter. Finishing with an umbrella pine with crackling pistils. 23 Shots",
Over Budget,fwsm-601,500 Gram,189.99,999,https://fireworkssupermarket.com/wp-content/uploads/5848-Over-Budget.png,,https://player.vimeo.com/video/300365356,"It is a zipper cake with beautiful horse tails and all kinds of effects; Blue stars, orange stars, purple stars, white glitter, and red glitter ending with some awesome brocade and chrysanthemum bursts! 105 Shots",
Star Power,fwsm-1524,500 Gram,54.99,999,https://fireworkssupermarket.com/wp-content/uploads/5845-Star-Power.png,,https://player.vimeo.com/video/300328684,"ABSOLUTELY GORGEOUS multi-color glitter tail to huge bursts of red, lemon, sky blue, and green dahlia with white glitter. 16 Shots",
Boom King,fwsm-1522,500 Gram,54.99,999,https://fireworkssupermarket.com/wp-content/uploads/5844-Boom-King.png,,https://player.vimeo.com/video/417358880,Pushing it to the limit with the most explosive shots in the industry! Red dahlia with white glitter; Purple and green dahlia with white glitter; Ending with gigantic bursts of lemon to purple dahlia with white glitter. 9 Shots,
Zip It!,fwsm-599,500 Gram,169.99,999,https://fireworkssupermarket.com/wp-content/uploads/5842-Zip-It.png,,https://player.vimeo.com/video/417360323,"Alternates red, sea blue, lemon, and purple tails, then whistling tails and quickly shifting to crackling tails; Finishing with gigantic bursts of silver chrysanthemums. 158 Shots",
Rock N Roll,fwsm-487,500 Gram,69.99,999,https://fireworkssupermarket.com/wp-content/uploads/5846-Rock-N-Roll.png,,https://player.vimeo.com/video/265637302,"Deep red chrysanthemum mine; Whistling to crackling with red stars; Deep red, grass green and silver chrysanthemum. 40 Shots",
Party Like A Patriot,fwsm-323,500 Gram,79.99,999,https://fireworkssupermarket.com/wp-content/uploads/5840-Party-Like-A-Patriot.png,,https://player.vimeo.com/video/293983582,"Spectacular red, blue and white glitter triple mine; Red and blue bursts with jellyfish; gigantic red and blue dahlias with white glitter. 36 shots",
Schizo,fwsm-1518,500 Gram,59.99,999,https://fireworkssupermarket.com/wp-content/uploads/5834-Schizo.png,,https://player.vimeo.com/video/427491828,"A mix of silver tails to silver palms with red or green glitter or crackling, then 3-stage whistles. Next up are gold tails to brocade and silver tails to crackling flowers with a four-shot finale. 26 Shots",
"Hit the Road, Jack",fwsm-1516,500 Gram,59.99,999,https://fireworkssupermarket.com/wp-content/uploads/5830-Hit-the-Road-Jack.png,,https://player.vimeo.com/video/427491611,"A fantastic long-lasting cake with red tails to bouquets, silver tails to bouquets, blue tails to blue stars, green tails to red, blue and silver glitter, gold tails to brocade, purple tails to delayed crackling and whistling tails to crackle. 49 Shots",
Rolled Gold,fwsm-485,500 Gram,75.00,999,https://fireworkssupermarket.com/wp-content/uploads/5832-Rolled-Gold.png,,https://player.vimeo.com/video/427491720,"Tearing across the sky troll whistling tails to delayed crackling, then quickened gold willows and even quicker crackling flowers. Perfect for year-round celebrations, like a wedding, New Years Eve or Diwali! 37 Shots",
Black Cat Combo Cakes,fwsm-1514,Assortments,225.00,999,https://fireworkssupermarket.com/wp-content/uploads/5825-Black-Cat-Combo-Cakes.png,,https://player.vimeo.com/video/520032185,"4 of Black Cat's best cakes sporting various colors such as purple, red, green, sea blue, lemon, and white. These cakes also have a spectacular variety of effects such as crackling mine, willow, comets, palms, chrysanthemum flowers, falling leaves, glitter, stars, and huge brocades. 15 Shots ea.",
Combat Zone,fwsm-597,500 Gram,185.00,999,https://fireworkssupermarket.com/wp-content/uploads/5826-Combat-Zone.png,,https://player.vimeo.com/video/427487387,"Fire when ready! This sniper fire cake features sparkling comets, colorful mines with brocade tails, and sparkling whistles, followed by a zinging finale of rainbow mines with brocade tails, palms, and crackles. 120 Shots",
Party Meter,fwsm-595,500 Gram,189.99,999,https://fireworkssupermarket.com/wp-content/uploads/5823-Party-Meter.png,,https://player.vimeo.com/video/243901666,"This angled zipper cake filled with vibrant multi-colored crackling flower comets. Continues with purple lemon mine to titanium crackles with loud whistles. Ends with HUGE bursts of Red, White, and Blue. 154 Shots",
Double Down,fwsm-546,500 Gram,164.99,999,https://fireworkssupermarket.com/wp-content/uploads/5828-Double-Down.png,,https://player.vimeo.com/video/427486581,"Double Down on big color with orange, green and purple palm rings with red clubs. 9 Shots",
Two Minute Fireworks Show,fwsm-447,500 Gram,124.99,999,https://fireworkssupermarket.com/wp-content/uploads/5824-Two-Minute-Fireworks-Show.png,,https://player.vimeo.com/video/520030931,Brocades with stars crackle and change color combos while dazzling onlookers for a full 2-minutes! 63 Shots,
Ghost Recon,fwsm-1512,500 Gram,79.99,999,https://fireworkssupermarket.com/wp-content/uploads/5821-Ghost-Recon.png,,https://player.vimeo.com/video/243745208,"White glitter mine bursts into chicken-blood red, turquoise, red, blue, violet, green, lemon, and orange titanium crackle, stars, glitter mine, and screaming triple whistles. Finishes with beautiful colored crackling stars and bright white glitter. 34 Shots",
Hot Stars,fwsm-483,500 Gram,64.99,999,https://fireworkssupermarket.com/wp-content/uploads/5820-Hot-Stars.png,,https://player.vimeo.com/video/243939553,"Huge bursts of red, green, yellow, blue, and then a purple mine back to red, green, yellow, blue, and beautiful purple and gold glitter. This is GORGEOUS! 25 Shots",
Hearts &#038; Daggers,fwsm-319,500 Gram,69.99,999,https://fireworkssupermarket.com/wp-content/uploads/5819-Hearts-Daggers.png,,https://player.vimeo.com/video/243894901,Green glitter mine to a red coconut comet that goes into a blue star. Red tail to a blue and red burst with vibrant green glitter. 25 Shots,
America's Finest,fwsm-317,500 Gram,84.99,999,https://fireworkssupermarket.com/wp-content/uploads/5818-Americas-Finest.png,,https://player.vimeo.com/video/234905762,"Big, beautiful, and loud bursts fan out into a patriotic red and blue dahlia with a white glitter mine. Angled Cake. 25 Shots",
Toxic Rain,fwsm-1510,500 Gram,49.99,999,https://fireworkssupermarket.com/wp-content/uploads/5817-Toxic-Rain.png,,https://player.vimeo.com/video/243926347,"Chicken blood red and sky blue with white glitter; Orange, green, and silver chrysanthemum; Crazy Screamers! Ending with orange, green, chicken blood red, sky blue, loud silver chrysanthemum, and bright white glitter. 12 Shots",
Colors of America,fwsm-1506,500 Gram,79.99,999,https://fireworkssupermarket.com/wp-content/uploads/5814-Colors-of-America.png,,https://player.vimeo.com/video/191822181,"Gigantic bursts explode into the night to Celebrate America! Blue stars with white and red glitter, and an assortment of red and silver wave and blue stars with white glitter finishing with time rain. 10 Shots",
Night Lights,fwsm-1504,500 Gram,44.99,999,https://fireworkssupermarket.com/wp-content/uploads/FOA5813-Night-Lights.png,,https://player.vimeo.com/video/191823166,Deep red and lemon dahlia with white glitter; orange and purple dahlia with white glitter; turquoise and pink dahlia with white glitter. 8 Shots,
Tequila Shots,fwsm-482,500 Gram,39.99,999,https://fireworkssupermarket.com/wp-content/uploads/5816-Tequila-Shots.png,,https://player.vimeo.com/video/243936005,Silver glitter mine to red dahlia with silver glitter. Green glitter mine to purple dahlia with green glitter. Ending with gold glitter min to blue dahlia and gold glitter. 7 Shots,
Mob Boss,fwsm-1503,500 Gram,39.99,999,,,https://player.vimeo.com/video/191823125,Red glitter willow and blue star; white glitter willow and red star; crackling willow and red stars. 8 shots.,
It's All About Power,fwsm-1501,500 Gram,69.99,999,https://fireworkssupermarket.com/wp-content/uploads/5810-Its-All-About-Power.png,,https://player.vimeo.com/video/191823059,"These 2-inch shells will knock you out! Huge, huge alternating bursts of brocade to red, brocade to green, and brocade to blue. 9 shot",
Psychedelic Nights,fwsm-593,500 Gram,139.99,999,https://fireworkssupermarket.com/wp-content/uploads/5811-Psychedelic-Nights.png,,https://player.vimeo.com/video/191823335,"Red star, green star, yellow star, purple star, blue star with time rain coconut. Red tail to time rain. All ending with HUGE bursts. 105 Shots",
Tower of Terror,fwsm-478,500 Gram,64.99,999,https://fireworkssupermarket.com/wp-content/uploads/5808-Tower-of-Terror.png,,https://player.vimeo.com/video/191823711,"Blue, green, and red stars burst into crackling fish mines. Then above a brocade coconut glitter willow with red and green stars and purple pistil. Finishes with a loud crackle. 25 Shots",
Rock the Sky,fwsm-1499,500 Gram,64.99,999,https://fireworkssupermarket.com/wp-content/uploads/5805-Rock-the-Sky.png,,https://player.vimeo.com/video/191823381,Supersonic shots of time rain mine to color dahlia with white glitter; ending with colored dahlia and silver chrysanthemum. 24 Shots,
Night Magic,fwsm-1496,500 Gram,49.99,999,https://fireworkssupermarket.com/wp-content/uploads/5802-Night-Magic.png,,https://player.vimeo.com/video/191823211,"Turquoise, orange, and silver chrysanthemum; turquoise, pink and silver chrysanthemum; turquoise, green and silver chrysanthemum. 9 shots.",
Blow The Bank,fwsm-426,500 Gram,44.99,999,https://fireworkssupermarket.com/wp-content/uploads/5801-Blow-the-Bank.png,,https://player.vimeo.com/video/191822134,"Some of hardest hardest-hitting shells of silver flower willow, red dahlia, sea blue, and gold strobe; silver flower willow, pink, lemon, red, and gold strobe. 7 Shots",
Rocky Mountain High,fwsm-339,500 Gram,64.99,999,https://fireworkssupermarket.com/wp-content/uploads/5806-Rocky-Mountain-High.png,,https://player.vimeo.com/video/191823421,"Red, silver, green, purple, yellow, and spider tiger tail to red dahlia, white flare, grass green, purple star, lemon yellow; pink, chicken blood red with a white flare and bursts. 46 Shots",
One Big Boom,fwsm-1494,500 Gram,39.99,999,https://fireworkssupermarket.com/wp-content/uploads/5799-One-Big-Boom.png,,https://player.vimeo.com/video/265636126,Gigantic power shots all together into ONE BIG BOOM of sound and color that fills the sky! 7 Shots,
Forbidden Night,fwsm-1492,500 Gram,79.99,999,https://fireworkssupermarket.com/wp-content/uploads/FOA5797-Forbidden-Night.png,,https://player.vimeo.com/video/250134628,"Shimmering gold glitter mines to blood red tails; Silver whistle tails to red glitter with LOUD crackling; Gigantic bursts of blood red, sky blue, lemon, green, and gold. 30 Shots",
Night Reaper,fwsm-1491,500 Gram,64.99,999,https://fireworkssupermarket.com/wp-content/uploads/5798-Night-Reaper-1-1.png,,https://player.vimeo.com/video/250149308,"This spectacular cake will drag you deep into the night with shimmering white glitter mines preceding LOUD gigantic brocades with white, green, red, and then multi-colored glitter, and brocades to crackling stars. 25 Shots",
Red Light District,fwsm-476,500 Gram,64.99,999,https://fireworkssupermarket.com/wp-content/uploads/5796-Red-Light-District-2.png,,https://player.vimeo.com/video/249837711,Spectacular silver glittering mines precede an eruption of gigantic bursts of blood red! 25 Shots,
Thunder Guns,fwsm-474,500 Gram,54.99,999,https://fireworkssupermarket.com/wp-content/uploads/5794-Thunder-Guns.png,,https://player.vimeo.com/video/270775103,These gigantic bursts pound the sky one right after the other with blue star mines to white glitter and fresh red dahlias. Erupting into a volley of gigantic bursts that fill the sky! 30 Shots,
Big Bad And Loud,fwsm-1489,500 Gram,54.99,999,https://fireworkssupermarket.com/wp-content/uploads/5793-Big-Bad-Loud.png,,https://player.vimeo.com/video/249837649,Alternating bursts of gigantic silver brocades with red strobing stars; Gigantic silver brocades with green strobing stars; Gigantic silver brocades with white strobing stars; Gigantic silver brocades with LOUD crackling silver chrysanthemums. 9 Shots,
Wild Imagination,fwsm-1487,500 Gram,59.99,999,https://fireworkssupermarket.com/wp-content/uploads/5790-Wild-Imagination.png,,https://player.vimeo.com/video/250132977,"Warm colors of lemon, orange, turquoise, and pink dahlias end with a magical 4-shot volley that combines them all! 16 Shots",
Air Boss,fwsm-592,500 Gram,99.99,999,https://fireworkssupermarket.com/wp-content/uploads/5788-Air-Boss.png,,https://player.vimeo.com/video/345922043,"Zinging and zagging across the sky troll whistling tails to delayed crackling, then quickened gold willows and even quicker crackling flowers. Angled Cake. 37 Shots",
After Midnight,fwsm-424,500 Gram,44.99,999,https://fireworkssupermarket.com/wp-content/uploads/5791-After-Midnight.png,,https://player.vimeo.com/video/249837591,"Enormous bursts of silver brocade with sky blue and red; Silver brocade with purple and green; Silver brocade with lemon and fuchsia; Silver brocade with sky blue, lemon and fuchsia. 7 Shots",
Outa Control,fwsm-348,500 Gram,69.99,999,https://fireworkssupermarket.com/wp-content/uploads/5792-Outa-Control.png,,https://player.vimeo.com/video/249837787,"This angled cake shoots gold glitter mines into varying gigantic bursts of green, purple, and sky blue; lemon, blood red, and gold glitter. Finishes with silver crackling willow. 20 Shots",
Tears From Heaven,fwsm-1485,500 Gram,129.99,999,https://fireworkssupermarket.com/wp-content/uploads/5787-Tears-from-Heaven-scaled.png,,https://player.vimeo.com/video/265638098,"Beautiful multi-colored stars falling from heaven with gold willows, crackling flowers and silver glitter. A quickened four shot finale. 16 Shots",
Baby Boomers,fwsm-1483,500 Gram,69.99,999,https://fireworkssupermarket.com/wp-content/uploads/5786-Baby-Boomers-scaled.png,,https://player.vimeo.com/video/264319847,Long lasting show of golden willows and crackling flowers. 16 Shots,
Swords of Fire,fwsm-1481,500 Gram,115.00,999,https://fireworkssupermarket.com/wp-content/uploads/5783-Swords-of-Fire.png,,https://player.vimeo.com/video/427492072,"Golden brocade with blue stars, the blue and golden bouquets to a quickened 3-shot finale of brocade with crackling. 9 Shots",
High Falutin',fwsm-445,500 Gram,59.99,999,https://fireworkssupermarket.com/wp-content/uploads/5784-High-Falutin.png,,https://player.vimeo.com/video/265634849,"This high-falutin' cake displays red, green, or blue tails to red, green, or blue bouquets, alternating with silver, gold, or purple tails to silver glitter, gold willows, then crackling comet tails are followed by a fourteen-shot. 49 Shots",
Whacky Tobacky,fwsm-200,500 Gram,149.99,999,https://fireworkssupermarket.com/wp-content/uploads/5785-Whacky-Tobacky-scaled.png,,https://player.vimeo.com/video/427492258,Whacky huge shots of crown brocade that leave a trail of gold lingering in the sky. 9 Shots,
Prime Time,fwsm-1477,500 Gram,59.99,999,https://fireworkssupermarket.com/wp-content/uploads/5772-Prime-Time.png,,https://player.vimeo.com/video/196506606,Spectacular brocade and red glitter mine to enormous bursts of brocade with red glitter alternating with spectacular gold and silver glitter mine to enormous bursts of gold and silver glitter. 20 Shots,
Maximum Insanity,fwsm-590,500 Gram,189.99,999,https://fireworkssupermarket.com/wp-content/uploads/5779-Maximum-Insanity.png,,https://player.vimeo.com/video/265635545,"An absolutely insane show of zig-zagging rows of multicolored tails with time rain; red, yellow, green, silver, and pink. Then ending with a spectacular finale of 6 huge multi-colored bursts ending with time rain crackle that fills the sky! 182 Shots",
All Jacked Up,fwsm-315,500 Gram,79.99,999,https://fireworkssupermarket.com/wp-content/uploads/5778-All-Jacked-Up.png,,https://player.vimeo.com/video/249837614,"Spectacular silver tiger tail to monstrous bursts of sky blue, red and white glitter. Ending in enormous brocades. Angled Cake. 25 Shots",
Full Blown Tilt,fwsm-1473,500 Gram,44.99,999,https://fireworkssupermarket.com/wp-content/uploads/5766-Full-Blown-Tilt.png,,https://player.vimeo.com/video/264322230,"Nine powerful bursts of sky blue, lemon, and white glitter exploding into loud crackling; Alternating with green, red, lemon, and green glitter exploding again into loud crackling. 9 Shots",
One Night Stand,fwsm-1471,500 Gram,39.99,999,https://fireworkssupermarket.com/wp-content/uploads/5765-One-Night-Stand.png,,https://player.vimeo.com/video/265636256,Alternating gigantic bursts of brocades with white glitter and gigantic red and blue brocades with flitting horse-tails that fill the sky! 16 Shots,
Pop Stars,fwsm-1469,500 Gram,54.99,999,https://fireworkssupermarket.com/wp-content/uploads/5764-Pop-Stars.png,,https://player.vimeo.com/video/265636817,"Enormous bursts of an assortment of fresh red, sky blue, green, lemon, orange, and white glitter. These fantastic colors end in an enormous willow with a red and white glitter mix. 20 Shots",
Sky Graffiti,fwsm-1467,500 Gram,69.99,999,https://fireworkssupermarket.com/wp-content/uploads/Sky-Graffiti-Rewrap.png,,https://player.vimeo.com/video/339346678,"Red and green tail to gigantic bursts of orange, turquoise, yellow, and purple stars with green and white glitter; then bursts of turquoise and red falling leaves; Red tail to gigantic bursts of multi-colored glitter. 30 Shots",
3 Sheets to the Wind,fwsm-1465,500 Gram,39.99,999,https://fireworkssupermarket.com/wp-content/uploads/5762-3-Sheets-to-the-Wind-scaled.png,,https://player.vimeo.com/video/264319704,Blue tail to gigantic bursts of orange and white and sky blue glitter. Then blue tail to gigantic bursts of orange and lemon yellow. 12 Shots,
Guilty Pleasure,fwsm-1463,500 Gram,65.00,999,https://fireworkssupermarket.com/wp-content/uploads/5758-Guilty-Pleasure.png,,https://player.vimeo.com/video/264322273,"Gigantic bursts of sky blue and red, purple and green, red and lemon, and sky blue and lemon with chrysanthemum. 12 Shots",
Night Circus,fwsm-1461,500 Gram,65.00,999,https://fireworkssupermarket.com/wp-content/uploads/5750-Night-Circus.png,,https://player.vimeo.com/video/265635854,Green glitter mines to spectacular bursts of fresh red; sky blue dahlia; lemon dahlia shooting over and over so that the colors fill the sky. Ending with gigantic bursts of green glitter. 30 Shots,
18 Car Pile Up,fwsm-1459,500 Gram,54.99,999,https://fireworkssupermarket.com/wp-content/uploads/5700-18-Car-Pile-Up.png,,https://player.vimeo.com/video/264319746,Alternating bursts of huge brocade and blue stars; Changing to red and green coconut; Finishing with huge LOUD crackling silver chrysanthemums. 9 Shots,
Temper Tantrum,fwsm-422,500 Gram,54.99,999,https://fireworkssupermarket.com/wp-content/uploads/5695-Temper-Tantrum.png,,https://player.vimeo.com/video/325779290,Powerful bursts of brocade to red with white glitter; brocade to green with red glitter; brocade to sky blue with green glitter; ending with 3 gigantic shots of special white brocade. 9 Shots,
Wildly Wicked,fwsm-313,500 Gram,75.00,999,https://fireworkssupermarket.com/wp-content/uploads/5759-Wildly-Wicked.png,,https://player.vimeo.com/video/265639511,Wicked red coconut bursts with white and green glitter; Spectacular gold chrysanthemum mines to chrysanthemums; Gigantic bursts of red and sky blue dahlia. 25 Shots,
Maximum Velocity,fwsm-1457,500 Gram,115.00,999,https://fireworkssupermarket.com/wp-content/uploads/5680-Maximum-Velocity-scaled.png,,https://player.vimeo.com/video/265635652,Time rain crackling to stars speed across the sky ending with tails and crackles with a stunning variety of color. 126 Shots,
Kaleidoscope,fwsm-1455,500 Gram,65.00,999,https://fireworkssupermarket.com/wp-content/uploads/5660-Kaleidoscope.png,,https://player.vimeo.com/video/265635221,"Bursts of sky blue, orange and purple, red, and gold are bedazzled with white glitter finishing with a spectacular combination of gold and green glitter. 24 Shots",
Party USA,fwsm-1453,500 Gram,54.99,999,https://fireworkssupermarket.com/wp-content/uploads/5650-Party-USA.png,,https://player.vimeo.com/video/265636460,3 Rows of gigantic sky blue and deep red with white glitter. Then spectacular chrysanthemum crackling willows with red dahlias and white glitter. 12 Shots,
Gold Rush,fwsm-1451,500 Gram,49.99,999,https://fireworkssupermarket.com/wp-content/uploads/5645-Gold-Rush.png,,https://player.vimeo.com/video/264322237,"Check out the gigantic bursts of gold brocade with crackling rain, gigantic gold brocade with white glitter, and gigantic gold brocade with red and green glitter. 12 Shots.",
Voodoo Magic,fwsm-1449,500 Gram,75.00,999,https://fireworkssupermarket.com/wp-content/uploads/5638-Voodoo-Magic-scaled.png,,https://player.vimeo.com/video/270771123,"Red glitter mine to silver whirlpool; blue stars; green falling leaves plus ghostly silver whirlpool fishes; red, green, silver, and purple peony. Repeats several times. 30 Shots",
Redneck Ruckus,fwsm-1447,500 Gram,85.00,999,https://fireworkssupermarket.com/wp-content/uploads/5525-Redneck-Ruckus.png,,https://player.vimeo.com/video/265637187,"Shots of red, yellow, turquoise, purple, and gold with green and white glitter. Finishes with crazy screamin' snakes and multi-colored power shots with white glitter. 26 Shots",
Total Blowout,fwsm-540,500 Gram,99.99,999,https://fireworkssupermarket.com/wp-content/uploads/5615-Total-Blowout.png,,https://player.vimeo.com/video/265638925,Multi-colored double rings with a brocade center. Ending with a finale of gigantic bursts in an amazing kaleidoscope of colors and white glitter. 12 Shots,
Mind Games,fwsm-311,500 Gram,85.00,999,https://fireworkssupermarket.com/wp-content/uploads/5600-Mind-Games.png,,https://player.vimeo.com/video/265635751,"This great fan-shaped 500 gram starts with sea blue and lemon yellow, orange and turquoise, then turquoise and orange dahlia bursts. Crackling flower changing two times. 30 Shots",
3.0mm Safety Fuse,fwsm-1443,Fuse,12.99,999,https://fireworkssupermarket.com/wp-content/uploads/4560-3mm-safety-fuse.png,,,"3.0mm Safety Fuse, 12-15 s/ft, 20ft Roll",
Continuum,fwsm-1441,Reloadables,129.99,999,https://fireworkssupermarket.com/wp-content/uploads/4550-Coninuum.png,,https://player.vimeo.com/video/922216877,Maximum load 60 gram cylinder shells. Assorted effects. Includes fiberglass launch tube. 24 Shots,
Toadstool City,fwsm-1439,500 Gram,64.99,999,https://fireworkssupermarket.com/wp-content/uploads/4519-Toadstool-City.png,,https://player.vimeo.com/video/913859006,"Psychedelic shots of chrysanthemums, crackling, strobe break into a spectacle of brilliant colors. 16 Shots",
The Sound of Color,fwsm-432,500 Gram,79.99,999,https://fireworkssupermarket.com/wp-content/uploads/4521-Sound-of-Color.png,,https://player.vimeo.com/video/913857655,"Loud whistling tails rise to big bursts of brocade that fill the sky in unique lime green, pink, purple, yellow, orange, blue, and gold. 9 Shots",
USA Elite,fwsm-342,500 Gram,79.99,999,https://fireworkssupermarket.com/wp-content/uploads/4520-USA-Elite.png,,https://player.vimeo.com/video/913859277,"An Elite assortment of strobing mines, crackling tails, willows, and stars explode into a breathtaking fusion of blue, white, red, green, and gold. 24 Shots",
Odd Ball,fwsm-1437,500 Gram,44.99,999,https://fireworkssupermarket.com/wp-content/uploads/4515-Odd-Ball.png,,https://player.vimeo.com/video/913856094,Strange yet oddly satisfying with red and green tails bursting to red and green dahlias with chrysanthemums. Finale of red tails bursting to red and green strobing willows. 24 Shots,
Monster Boom,fwsm-586,500 Gram,99.99,999,https://fireworkssupermarket.com/wp-content/uploads/4517-Monster-Boom.png,,https://player.vimeo.com/video/913847291,Huge golden titanium willow bursts. Some have blue stars and red falling leaves with red strobe. Blue stars with green falling leaves with gold strobe. Blue stars with green strobe. 40 Shots,
Brickyard Blowout,fwsm-346,200 Gram,39.99,999,https://fireworkssupermarket.com/wp-content/uploads/4503-Brickyard-Blowout.png,,https://player.vimeo.com/video/913784067,"Effects include silver butterflies with red strobing, white strobe mines, white strobe bursts with brocades, purple with crackling, whistles and a finale of blue mines up to brocades with blue. 21 Shots",
Flying Proud,fwsm-341,500 Gram,64.99,999,https://fireworkssupermarket.com/wp-content/uploads/4516-Flying-Proud.png,,https://player.vimeo.com/video/913846462,"Angled gold glitter tails, red and blue dahlias, gold strobes, crackling mines, white strobe mines, and golden brocades. 25 Shots",
Candy Shoppe,fwsm-309,500 Gram,64.99,999,https://fireworkssupermarket.com/wp-content/uploads/4518-Candy-Shoppe.png,,https://player.vimeo.com/video/913785220,Golden tails splitting into blue stars and red falling leaves. Golden tails splits to white strobe and green falling leaves. Finishing with brocade tail bursting to brocade crowns and bolden palms. 25 Shots,
Spacecraft,fwsm-1435,200 Gram,13.99,999,https://fireworkssupermarket.com/wp-content/uploads/4500-Spacecraft.png,,https://player.vimeo.com/video/913858595,"Gold palms to white, green and red strobing stars. Finale of gold palms bursting to crackling stars. 16 Shots",
Flying Space,fwsm-1433,Assortments,75.00,999,https://fireworkssupermarket.com/wp-content/uploads/4482-Flying-Space-scaled.png,,,"A bag full of fun! Comes with firecrackers, Saturn missiles, comets, cakes, fountains, rockets, sparklers, roman candles, and more! 19 different kinds of fireworks in each bag.",
Nova Core,fwsm-472,200 Gram,28.00,999,https://fireworkssupermarket.com/wp-content/uploads/4501-Nova-Core-1.png,,https://player.vimeo.com/video/1088515815,"Willow mines to two tone blue dahlias with gold strobes, followed by a finale of willow tails to two tone blue with willow bursts. 16 Shots",
Electric Jellyfish,fwsm-435,200 Gram,28.00,999,https://fireworkssupermarket.com/wp-content/uploads/4502-Electric-Jellyfish.png,,https://player.vimeo.com/video/913841517,"Red star bursts with green blink and brocade crown, red and blue star bursts with brocade crown, gold and green blink with blue star bursts and brocade crown. 10 Shots",
Take Me To Your Leader,fwsm-415,Girandola,79.99,999,https://fireworkssupermarket.com/wp-content/uploads/4480-Take-Me-to-Your-Leader.png,,https://player.vimeo.com/video/693643444,A 2-stage Girandola whistling tail rises to a gigantic brocade crown. A totally unique firework!,
Jurassic Jungle,fwsm-1431,Novelties,22.00,999,https://fireworkssupermarket.com/wp-content/uploads/4471-Jurassic-Jungle.png,,https://player.vimeo.com/video/693704055,"This dinosaur's mouth spits red, blue, green, or yellow flames with strobes or crackles the its tail puffs blue to orange, red to green and other color changing smoke.",
Fanta Sea,fwsm-538,Spinners,16.00,999,https://fireworkssupermarket.com/wp-content/uploads/4474-Fanta-Sea.png,,https://player.vimeo.com/video/917269874,Light one fuse and a sea full of fantastic peach jellyfish rise high into the sky spitting circles. A quiet effect. 10 Shot,
Banana Split,fwsm-383,500 Gram,49.99,999,https://fireworkssupermarket.com/wp-content/uploads/4461-Banana-Split.png,,https://player.vimeo.com/video/917300446,"Unique crossettes, lace, and Nishiki willows burst in neon bright lemon, purple, silver, gold, blue, and red. 16 Shots",
Sugar Storm,fwsm-307,500 Gram,59.99,999,https://fireworkssupermarket.com/wp-content/uploads/4462-Sugar-Storm.png,,https://player.vimeo.com/video/917269941,"V-angled shooting sugar storms of dahlias, strobes, and pearls burst into brocade crowns using the tasty colors of neon orange, purple, blue, red, green, and gold. 129 Shots",
Colonel Popper,fwsm-458,500 Gram,59.99,999,https://fireworkssupermarket.com/wp-content/uploads/4460-Colonel-Popper.png,,https://player.vimeo.com/video/917269841,"Military-grade color-changing shots of dahlias, tails, willows, pearls, and popcorn lace explode in the most vibrant reds, blues, greens, yellows, purples, and golds. 31 Shots",
